Premise Reference,Premise Hypothesis,Choice1 Reference,Choice1 Hypothesis,Choice2 Reference,Choice2 Hypothesis,Premise BLEU_score,Choice1 BLEU_score,Choice2 BLEU_score,Premise BLEU_score_under_10,Premise BLEU_score_under_20,Premise BLEU_score_under_30,Premise BLEU_score_under_50,Premise BLEU_score_under_70,Choice1 BLEU_score_under_10,Choice1 BLEU_score_under_20,Choice1 BLEU_score_under_30,Choice1 BLEU_score_under_50,Choice1 BLEU_score_under_70,Choice2 BLEU_score_under_10,Choice2 BLEU_score_under_20,Choice2 BLEU_score_under_30,Choice2 BLEU_score_under_50,Choice2 BLEU_score_under_70
the girl shared her lunch with her friend.,the girl shared her lunch with her friend.,her friend forgot to bring his lunch.,her friend forgot to bring his lunch.,her friend sat next to her at lunch.,her friend sat next to her at lunch.,100.00000000000004,100.00000000000004,100.00000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the police closed the investigation.,the police shut down the investigation.,they apprehended the suspect.,they caught the suspect.,the victim recovered.,the victim got better.,30.739407647563215,42.72870063962342,23.643540225079384,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1
the rain subsided.,the rain let up.,i went for a walk.,i went on a walk.,i browsed the internet.,i was on the internet.,23.643540225079384,37.99178428257963,32.46679154750991,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1
the cup of tea was scalding hot.,dat cup of tea was burnin' hot.,i blew on it.,i blew on it.,i poured it out.,i poured it out.,41.11336169005198,100.00000000000004,100.00000000000004,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
the photograph faded.,dat picture done faded.,it was fake.,it was fake.,it was old.,it was old.,21.3643503198117,100.00000000000004,100.00000000000004,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
the boy got a black eye.,the boy got a black eye.,the bully mocked the boy.,the bully was clownin' the boy.,the bully punched the boy.,the bully hit the boy.,100.00000000000004,30.739407647563215,37.99178428257963,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
i misplaced my wallet.,i lost my wallet.,i retrieved my phone.,i got my phone.,i retraced my steps.,i went back the way i came.,42.72870063962342,42.72870063962342,6.567274736060395,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1
the hunter ran out of ammunition.,the hunter ran outta ammo.,he reloaded the gun.,he reloaded the gun.,he aimed at the deer.,he aimed at the deer.,27.482545710800192,100.00000000000004,100.00000000000004,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
marine life diminished.,marine life went down.,boats sailed through the ocean.,boats was sailin' through the ocean.,oil spilled into the ocean.,oil done spilled into the ocean.,23.643540225079384,43.47208719449914,64.34588841607616,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
i ran the ice cube under warm water.,i ran the ice cube under warm water.,the ice cube stuck to my fingers.,the ice cube stuck to my fingers. in aave would be: the ice cube stuck to my fingers.,the ice cube vanished.,de ice cube disappeared.,100.00000000000004,32.88580454955831,23.643540225079384,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
the customer came into the boutique.,the customer walked up in the boutique.,she left her wallet at home.,she left her wallet at home.,the window display caught her eye.,the window display caught her eye in aave would be: the window display caught her eye.,25.848657697858535,100.00000000000004,32.70292922455489,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
the man drank water with his meal.,the man drank water with his meal.,his meal was cold.,his food was cold.,his meal was spicy.,his food was hot.,100.00000000000004,42.72870063962342,14.058533129758727,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
the woman stayed away from public places.,the woman stayed away from public places.,she was contagious.,she had folks catchin' it.,she was intoxicated.,she was lit.,100.00000000000004,9.652434877402245,35.35533905932737,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
the putrid odor filled the room.,dat funky smell took over the room.,i clamped my hand over my nose.,i put my hand over my nose.,i put the rubber gloves on.,i put the rubber gloves on.,20.556680845025987,70.71067811865478,100.00000000000004,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
the employee missed work.,the employee ain't come to work.,her family got in touch with her.,her family hit her up.,there was a death in her family.,somebody in her family died.,18.575057999133602,13.83254362586636,23.263472697663296,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1
the magnet attracted the paperclip.,da magnet pulled da paperclip.,the paperclip dropped from the magnet.,de paperclip fell off da magnet.,the paperclip stuck to the magnet.,da paperclip stuck to da magnet.,17.965205598154213,14.535768424205482,30.739407647563215,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1
the gardener pulled the weeds.,the gardener pulled out the weeds.,the weeds came out of the soil.,them weeds came up out the soil.,the weeds produced seeds.,dem weeds made seeds.,41.11336169005196,27.054113452696992,23.643540225079384,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1
we ordered a pizza.,we ordered a pizza.,the pizza was delivered.,they dropped off the pizza.,the pizza got cold.,da pizza done got cold.,100.00000000000004,17.965205598154213,32.46679154750991,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
the teenager grew taller than his father.,the teenager got taller than his daddy.,he went through a growth spurt.,he hit a growth spurt.,he joined the basketball team.,he joined the basketball team.,27.054113452696992,45.48019047027906,100.00000000000004,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
the patient underwent the risky medical procedure.,the patient went through the risky medical procedure.,the procedure was costly.,dat procedure was expensive.,specialists recommended the procedure.,experts recommended the procedure.,51.33450480401705,23.643540225079384,66.87403049764218,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
the man caught his shirtsleeve on the rungs of the fence.,da man caught his shirtsleeve on da rungs of da fence.,he hopped the fence.,he jumped over the fence.,the sleeve ripped.,the sleeve tore up.,40.637982820134425,32.46679154750991,23.643540225079384,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1
the investigators deemed the man's death a suicide.,the investigators called the man's death a suicide.,he left a note.,he left a note.,he had children.,he had kids.,66.06328636027612,100.00000000000004,35.35533905932737,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
the computer crashed.,the computer done crashed.,i backed up my files.,i backed up my files in aave would be i backed up my files.,i downloaded a virus.,i downloaded a virus.,30.213753973567677,32.37722713145643,100.00000000000004,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
the girl's mouth ached.,dat girl mouth hurtin'.,she lost a tooth.,she lost a tooth.,she swallowed her gum.,she swallowed her gum.,12.703318703865365,100.00000000000004,100.00000000000004,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
the room was dim.,da room was dim.,i opened the blinds.,i opened up the blinds.,i washed the windows.,i washed the windows.,66.87403049764218,37.99178428257963,100.00000000000004,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
the father put his daughter in her stroller.,the daddy put his daughter in her stroller.,she learned to walk.,she learned how to walk.,he was tired of carrying her.,he was tired of carryin' her.,75.06238537503395,37.99178428257963,48.892302243490086,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
the spy discovered the enemy's location.,da spy found out where da enemy at.,the spy bugged the enemy's phone.,da spy bugged da enemy's phone.,the spy was hired by the government.,da spy was hired by da government.,5.669791110976001,30.739407647563215,41.11336169005198,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1
the glasses on the table spilled.,dem glasses on da table spilled.,the child drew on the table.,the kid drew on the table.,the child yanked the tablecloth.,the kid snatched the tablecloth.,30.739407647563215,64.34588841607616,32.46679154750991,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
the water in the teapot started to boil.,da water in da teapot started to boil.,the teapot cooled.,da teapot cooled off.,the teapot whistled.,de teapot whistled.,51.33450480401705,23.643540225079384,59.460355750136046,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
the city re-elected the mayor.,da city re-elected da mayor.,the city cut its budget.,the city cut its budget.,the mayor fulfilled his promises.,the mayor kept his word.,22.957488466614336,100.00000000000004,19.304869754804482,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1
the woman exaggerated the details of the story.,the woman gassed up the details of the story.,she wanted attention.,she wanted some attention.,she felt shy.,she felt shy.,58.14307369682194,30.213753973567677,100.00000000000004,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
the woman hit a midlife crisis.,dat woman hit a midlife crisis.,she retired.,she retired.,she went sky diving.,she went sky divin'.,80.91067115702207,100.00000000000004,42.72870063962342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
the man went into denial about the tragedy.,the man went into denial about the tragedy.,he got over it easily.,he got over it easy.,he refused to talk about it.,he ain't wanna talk 'bout it.,100.00000000000004,53.7284965911771,15.619699684601283,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
the man grieved.,the man was hurtin'.,his wife criticized him.,his wife was talkin' down on him.,his mother passed away.,his mama done passed away.,23.643540225079384,15.619699684601276,32.46679154750991,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
the girl had a phobia of dogs.,the girl was scared of dogs.,she rescued an abandoned dog.,she saved a left-behind dog.,she was bitten by a dog.,a dog bit her.,26.647313141084275,17.965205598154213,15.848738972120703,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
i made a resolution to eat a healthy diet.,i made a resolution to eat healthy.,i attended a yoga class.,i went to a yoga class.,i bought fruits and vegetables.,i copped some fruits and veggies.,56.938938762987256,43.47208719449914,15.619699684601283,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1
the patient went into a coma.,the patient went into a coma.,he suffered emotional trauma.,he went through some emotional trauma.,he suffered brain damage.,he got brain damage.,100.00000000000004,26.269098944241588,42.72870063962342,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
the friends' dinnertime conversation turned to politics.,da friends' dinnertime convo switched up to politics.,the conversation quieted down.,de conversation got quiet.,a debate erupted.,folks started arguin'.,22.31618068926665,12.703318703865365,15.97357760615681,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
the woman spotted her friend from across the room.,the woman peeped her friend from across the room.,the woman waved.,the woman waved.,the woman escaped.,the woman got away.,70.71067811865478,100.00000000000004,23.643540225079384,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
the mother needed help looking after her children.,the mama needed help lookin' after her kids.,she sent the children to daycare.,she sent the kids to daycare.,she gave up custody of the children.,she gave up custody of them kids.,14.923729480049115,41.11336169005196,54.10822690539397,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1
the driver honked her horn.,the driver honked her horn.,another car swerved into her lane.,anotha car swerved into her lane.,she made a right turn at the light.,she made a right turn at the light.,100.00000000000004,80.91067115702207,100.00000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the man wanted to save money.,the man wanted to save money.,he withdrew money from his savings account.,he pulled out money from his savings account.,he cut back on making frivolous purchases.,he cut back on buyin' unnecessary stuff.,100.00000000000004,61.04735835807847,36.55552228545123,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
i put shoes on.,i put shoes on.,the floor contained broken glass.,da floor had broken glass on it.,the paint on the walls was wet.,da paint on da walls was wet.,100.00000000000004,13.134549472120788,41.11336169005198,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
the librarian located the book in the stacks.,the librarian found the book in the stacks.,i requested the librarian's help.,i asked the librarian for help.,the book was checked out.,the book was checked out.,66.06328636027612,15.619699684601283,100.00000000000004,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
the mother became eye level with her son.,the mama got eye level wit her son.,she squatted down.,she squatted down.,she held his hand.,she held his hand.,23.356898886410015,100.00000000000004,100.00000000000004,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
i packed up my belongings.,i packed up my stuff.,i was hunting for a new apartment.,i was lookin' for a new apartment.,i was moving out of my apartment.,i was movin' out my apartment.,53.7284965911771,59.4603557501361,27.890014303843827,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
the boy mimicked his older brother.,the boy copied his big brother.,the boy looked up to his older brother.,the boy looked up to his big brother.,the boy wrestled with his older brother.,the boy was wrasslin' with his big brother.,19.64073254502566,66.06328636027612,16.51582159006904,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1
the girl desired her parent's approval.,the girl wanted her parent's approval.,she ran away from home.,she ran away from home.,she obeyed her parent's rules.,she followed her parent's rules.,48.892302243490086,100.00000000000004,53.7284965911771,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
the truck crashed into the motorcycle on the bridge.,the truck done crashed into the motorcycle on the bridge.,the motorcyclist died.,the motorcyclist passed away.,the bridge collapsed.,da bridge fell down.,74.19446627365011,23.643540225079384,12.703318703865365,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
the retail shop shut down.,da retail shop closed up.,its sales were lagging.,its sales was slippin'.,it renewed its lease.,it renewed its lease.,17.965205598154213,23.643540225079384,100.00000000000004,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
the swimmer won the race.,the swimmer won the race.,she received a gold medal.,she got a gold medal.,her team lost the meet.,her team lost the meet.,100.00000000000004,53.7284965911771,100.00000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air pollution in the city worsened.,air pollution in the city got worse.,factories increased their production.,factories stepped up they production.,factories shut down.,factories done shut down.,54.10822690539397,17.965205598154213,42.72870063962342,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1
the mother scolded her daughter.,the mama fussed at her daughter.,her daughter burped at the kitchen table.,her daughter burped at the kitchen table.,her daughter set the kitchen table.,her daughter set the kitchen table.,26.269098944241588,100.00000000000004,100.00000000000004,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
i excused myself from the group.,i dipped out from the group.,i turned off my phone.,i cut off my phone.,my phone rang.,my phone rang.,43.47208719449914,53.7284965911771,100.00000000000004,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
the skier slipped on the slope.,the skier slipped on the slope.,she dropped her ski poles.,she dropped her ski poles.,she hit a patch of ice.,she hit a patch of ice.,100.00000000000004,100.00000000000004,100.00000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the print on the brochure was tiny.,da print on da brochure was tiny.,the man put his glasses on.,the man put his glasses on.,the man retrieved a pen from his pocket.,the man pulled a pen out his pocket.,41.11336169005198,100.00000000000004,26.084743001221455,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
i flipped the light switch up and down.,i flipped the light switch up an' down.,the light faded.,the light dimmed out.,the light flickered.,de light flickered.,66.06328636027612,23.643540225079384,59.460355750136046,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
the man's watch was broken.,da man's watch was broke.,he waited at the bus stop.,he was waitin' at the bus stop.,he asked a stranger for the time.,he asked some random person what time it was.,32.46679154750991,54.10822690539397,9.980099403873663,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1
the soldiers were concealed in the brush.,the soldiers was hidin' in the brush.,they were armed with rifles.,they had rifles on 'em.,they wore camouflage uniforms.,they was rockin' camo uniforms.,41.11336169005198,10.682175159905853,17.965205598154213,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
